Type Water Body,State Name,Min Temperature,Max Temperature,Min Dissolved Oxygen,Max Dissolved Oxygen,Min pH,Max pH,Min Conductivity,Max Conductivity,Min BOD,Max BOD,Min Nitrate N + Nitrite N,Max Nitrate N + Nitrite N,Min Fecal Coliform,Max Fecal Coliform,Min Total Coliform,Max Total Coliform,Year
TANK,KARNATAKA,25,31,0.5,7.8,5.9,9.7,428,1443,2,35,1.22,6.9,3300,110000,35000,1600000,2020
TANK,KARNATAKA,24,26,0.5,6.1,6.3,7.8,262,2880,4,77,0.9,5.74,630,940000,5400,5400000,2020
TANK,KARNATAKA,25,34,3.8,7,6.4,7.9,920,1853,4,28,1.4,7.72,580,58000,9200,920000,2020
TANK,KARNATAKA,24,35,3.5,6.8,6.5,7.7,261,1936,2.6,9,0.61,2.18,460,130000,5400,920000,2020
TANK,KARNATAKA,20,29,0.3,5.2,6.6,7.9,912,1570,5,95,2.1,11,6300,15000000,54000,160000000,2020
TANK,KARNATAKA,24,29,0.5,6.1,6.5,8.0,670,1276,4,15,2,11.7,4300,15000,35000,160000,2020
TANK,KARNATAKA,25,26,0.9,6.5,6.5,7.6,850,1330,4,28,0.32,5.4,1400,140000,9200,1600000,2020
TANK,KARNATAKA,24,31,4.3,6.7,6.5,8.0,225,400,3,8,0.02,3.1,480,11000,3500,92000,2020
TANK,KARNATAKA,24,30,2.8,6.8,6.5,7.6,314,1822,3.2,13,0.65,6.81,4600,94000,35000,920000,2020
TANK,KARNATAKA,25,35,2.5,5.8,6.7,9.0,165,681,5,59,0.5,5.78,2300,940000,35000,5400000,2020
TANK,KARNATAKA,24,35,0.5,7.5,6.5,8.1,402,990,4,83,0.19,6,940,460000,9200,3500000,2020
TANK,KARNATAKA,25,27,3.6,8.5,6.3,8.2,393,1378,3,18,1,5.9,460,170000,5400,1600000,2020
TANK,KARNATAKA,24,27,0.8,8.3,6.6,8.2,302,865,3,16,1,2.5,1200,46000,9200,540000,2020
TANK,KARNATAKA,25,32,3.2,7.6,6.6,8.0,133,415,2,12,0.29,4,460,11000,5400,92000,2020
TANK,KARNATAKA,20,32,1,6,6.5,7.9,519,1443,4,12,0.49,9,460,940000,5400,5400000,2020
TANK,KARNATAKA,19,32,1,6.4,6.8,7.9,926,1719,6.1,19,1,20.5,460,70000,3500,350000,2020
TANK,KARNATAKA,24,31,4.5,7.6,6.2,8.2,136,556,2,8,0.32,4.4,63,15000,540,160000,2020
TANK,KARNATAKA,27,27,4.6,4.6,7.7,7.7,510,510,3,3,0.2,0.2,680,680,3900,3900,2020
TANK,KARNATAKA,24,28,3.6,5.2,8,8.2,1410,3260,4,8,0.7,1.3,680,930,4300,7900,2020
TANK,KARNATAKA,24,28,2.8,5.1,7.3,7.8,580,1190,3.6,6,0.13,0.68,920,3400,7000,17000,2020
TANK,KARNATAKA,24,28,4.9,6.5,7.5,7.9,430,530,1.8,3,0.14,0.2,340,780,2400,4900,2020
TANK,KARNATAKA,24,28,4.7,6.8,7.7,8.5,470,1470,3,5,0.32,1.4,320,780,2400,4000,2020
TANK,KARNATAKA,23,28,5.3,6.9,7.7,8.0,390,450,2,2.4,0.13,0.26,170,260,1100,2200,2020
TANK,KARNATAKA,23,27,4.8,6.8,7.7,8.1,450,620,2,3,0.14,0.3,270,470,2200,3500,2020
TANK,KARNATAKA,24,28,4.5,6.9,7.7,8.0,390,480,2.2,3,0.2,0.25,320,680,2200,4000,2020
TANK,KARNATAKA,23,28,5.1,6.3,7.8,8.1,450,640,2.2,3,0.17,0.3,320,780,1600,4000,2020
TANK,KARNATAKA,24,28,4.9,7.4,7.8,8.1,410,480,2,3,0.1,0.2,140,390,920,2800,2020
TANK,KARNATAKA,24,28,4.8,6.2,7.8,8.1,500,1100,2,3.8,0.2,1.1,260,700,1700,5400,2020
TANK,KARNATAKA,23,28,5,6.4,7.5,8.0,440,760,2,3,0.1,0.29,210,490,1700,3500,2020
TANK,KARNATAKA,24,27,4.9,6.2,7.6,7.9,400,560,2,3,0.1,0.2,170,490,2100,3500,2020
TANK,KARNATAKA,24,27,4.2,7,7.5,7.8,340,460,1.8,3,0.13,0.25,320,490,1700,2800,2020
TANK,KARNATAKA,24,28,5.2,7.1,7.5,7.7,380,460,2,3,0.17,0.24,210,400,1300,2800,2020
TANK,KARNATAKA,25,28,4.8,5.8,7.5,7.9,410,470,2,3,0.18,0.23,170,260,1100,1400,2020
TANK,KARNATAKA,24,28,3,4.6,7.6,8.1,1280,1820,4,6,0.8,1.6,610,940,4600,5400,2020
TANK,KARNATAKA,24,28,5.2,6.6,7.6,8.0,340,400,2,2.6,0.1,0.2,120,400,1100,2200,2020
TANK,KARNATAKA,24,28,5.1,7.2,7.5,8.0,280,420,2,2.8,0.16,0.26,140,220,920,1700,2020
TANK,KARNATAKA,23,27,4.9,6.6,7.6,8.2,280,360,2,2.6,0.1,0.18,110,270,940,1700,2020
TANK,KARNATAKA,26,31,6.8,7.4,7.5,8.9,938,2296,4.5,16,0.1,0.86,700,2200,2800,9200,2020
TANK,KARNATAKA,21,30,0.3,6.7,6.8,8.0,394,658,3.4,17.1,0.72,4.15,900,1800,1600,3200,2020
TANK,KARNATAKA,21,28,4.9,8.7,8.4,9.4,760,4300,1.5,5.2,0.81,4.96,900,920,1600,1600,2020
TANK,KARNATAKA,23,26,5.2,5.7,6.9,7.5,806,1597,4.5,8.4,1.17,1.7,70,187,278,698,2020
TANK,KARNATAKA,23,25,7.1,7.9,7.4,8.3,358,452,3.1,3.9,0.44,0.63,8,177,94,849,2020
TANK,KARNATAKA,24,26,7.2,7.8,7.6,8.3,301,903,2.1,3.7,0.27,0.82,2,39,11,175,2020
TANK,KARNATAKA,24,26,6.8,7.2,7.3,8.2,554,869,3.2,4.2,0.42,0.72,5,96,39,302,2020
TANK,KARNATAKA,23,25,6.8,7.4,7.2,8.3,650,1070,3.2,3.7,0.47,0.75,5,48,109,1161,2020
TANK,KARNATAKA,23,25,6.6,6.9,7.2,8.2,693,1169,3.4,4.2,0.13,1.29,2,58,27,154,2020
TANK,KARNATAKA,24,26,7.1,7.3,7.4,8.3,809,975,3.5,4.3,0.75,1.08,13,253,130,1005,2020
TANK,KARNATAKA,26,29,6.7,7.6,7,8.2,110,270,1.8,2.5,0.3,1,240,500,800,900,2020
TANK,KARNATAKA,25,29,4,7.3,7.2,8.2,120,298,2,5,0.3,5.9,600,15000,900,160000,2020
TANK,KARNATAKA,27,29,5.2,7,6.9,8.3,320,1070,3.4,16,0.3,23.2,5000,11000,7000,22000,2020
TANK,KARNATAKA,26,33,6.8,7.8,7.1,8.2,152,290,2.4,3,0.3,0.9,500,900,1400,2200,2020
TANK,KARNATAKA,27,30,4.1,7.9,7,8.3,182,676,2.8,4,0.3,0.7,900,1400,2200,2800,2020
TANK,KARNATAKA,25,29,2.2,6.9,8.2,8.5,1020,1390,4.6,102,0.3,4.3,50000,140000,110000,220000,2020
TANK,KARNATAKA,25,31,3.9,7.1,7.1,8.3,530,1080,4.8,32,0.3,35,5000,40000,8000,60000,2020
TANK,KARNATAKA,25,31,6.5,7.4,7.5,9.2,978,2553,9,16,0.1,0.32,2400,11000,9200,43000,2020
TANK,KARNATAKA,24,26,7.1,7.7,6.7,7.6,128,217,2.3,2.6,0.21,0.72,4,26,14,94,2020
TANK,KARNATAKA,25,26,3.2,7.2,7,8.5,842,1306,4,9,0.29,18.4,400,17000,2400,92000,2020
TANK,KARNATAKA,25,26,0.9,6,7.1,8.6,898,1325,6,16,0.62,18.6,630,15000,5400,160000,2020
TANK,KARNATAKA,24,26,0.1,7.2,6.4,8.5,187,1178,2.3,78,0.5,6.62,4300,7000000,35000,54000000,2020
TANK,KARNATAKA,25,37,0.3,6.1,6.5,7.4,161,1648,4,114,0.76,12,790,1200000,9200,9200000,2020
TANK,KARNATAKA,24,34,0.6,7,6.3,7.6,301,2297,3,13,0.66,11,460,13000,5400,160000,2020
TANK,KARNATAKA,25,29,2.9,6.1,6.5,7.1,414,685,3.5,11,0.9,3.6,630,17000,5400,92000,2020
TANK,KARNATAKA,20,25,0.3,5.5,6.8,7.8,637,2414,8,45,2.72,4.74,840,170000,5400,1600000,2020
TANK,KARNATAKA,20,25,4.1,7,6.7,8.6,757,1775,4,19,0.34,10.47,1500,110000,16000,920000,2020
TANK,KARNATAKA,21,25,0.5,6.5,6.8,7.9,749,2775,7,39,2.16,13.1,940,110000,5400,1600000,2020
TANK,KARNATAKA,25,25,0.5,6.3,6.1,7.6,76,2307,4,12,1,4,1200,6300,9200,54000,2020
LAKE,KERALA,26,29,0.9,2.6,6.2,7.8,241,475,2.3,10.2,0.01,0.11,200,1000,1300,2400,2020
LAKE,KERALA,20,25,6.8,7.5,6.8,7.9,140,174,1.2,2.7,0.67,0.73,40,100,180,380,2020
LAKE,KERALA,20,23,3.6,5.6,6.6,8.1,18200,19220,2.9,4.5,2.2,2.6,100,220,310,540,2020
LAKE,KERALA,19,24,6.1,6.8,6.9,7.9,13120,14910,1.7,2,1.1,1.7,80,200,310,540,2020
LAKE,KERALA,27,30,2.3,6.7,6.6,7.7,320,46270,0.1,3.4,0.07,1.39,480,24000,1100,46000,2020
LAKE,KERALA,21,30,6.7,8.4,6.5,8.0,33,52,0.1,0.9,0.01,0.05,2,400,2,600,2020
LAKE,KERALA,26,31,6,8.2,6.7,7.9,300,36100,0.9,2.7,0.04,0.5,17,1700,49,4300,2020
LAKE,KERALA,25,31,2.6,5.7,6.8,8.0,2348,7690,2.7,5.4,0.01,0.32,2,1200,2,2500,2020
LAKE,KERALA,25,31,3.9,7.9,6.9,7.9,171,1172,1.1,4.8,0.01,0.77,100,1400,400,2400,2020
LAKE,KERALA,24,30,6.8,8.5,6.9,7.5,24,32,0.1,1.6,0.01,0.1,4,120,14,150,2020
LAKE,KERALA,25,31,4.9,7.8,6.8,7.4,180,1351,1.8,3.1,0.01,0.24,2,400,2,700,2020
LAKE,KERALA,24,30,6.6,8,6.7,7.5,38,74,0.1,1.4,0.01,0.06,40,140,120,540,2020
LAKE,KERALA,23,28,6.8,7.9,6.7,7.8,91,128,0.1,1.2,0.01,1.47,2,600,2,920,2020
LAKE,KERALA,24,29,7.6,8.3,6.3,7.4,20,51,0.1,2.1,0.05,0.95,40,2200,58,7000,2020
LAKE,KERALA,25,29,7.4,8.2,6.7,7.4,16,30,0.1,1.8,0.01,0.12,10,140,17,330,2020
LAKE,KERALA,26,29,1.8,6.9,6,7.2,102,212,1.4,13.2,0.01,0.01,100,400,400,1400,2020
POND,KERALA,26,29,0.9,4.7,6.8,8.2,265,362,6.6,23.4,0.01,0.01,400,1000,1700,2800,2020
POND,KERALA,23,29,5.7,8,6.5,8.1,51,73,0.1,1,0.01,0.38,31,920,54,1200,2020
POND,LAKSHADWEEP,31,32,-,-,8.7,8.7,471,586,-,-,-,-,-,-,-,-,2020
POND,LAKSHADWEEP,27,29,-,-,7.2,9.5,490,1648,-,-,-,-,-,-,-,-,2020
POND,LAKSHADWEEP,27,29,-,-,6.8,7.7,646,1663,-,-,-,-,-,-,-,-,2020
LAKE,"MADHYA 
PRADESH",19,31,6,10.7,7.2,8.9,162,914,0.9,2.5,1.02,3.71,2,360,40,22000,2020
LAKE,"MADHYA 
PRADESH",19,31,4.9,8.7,6.9,8.6,347,901,2.9,19,0.32,7.44,39,22000,920,1600000,2020
LAKE,"MADHYA 
PRADESH",21,38,7.1,7.2,7.4,8.2,618,813,1.2,11.8,2.2,2.6,3,7,14,75,2020
LAKE,"MADHYA 
PRADESH",16,25,7,8.4,7.1,8.3,160,482,0.8,1.8,0.21,1.34,2,2,10,47,2020
LAKE,"MADHYA 
PRADESH",20,26,5.9,7.6,7.5,8.3,318,730,1.8,2.9,0.32,1.2,1,8,32,110,2020
LAKE,"MADHYA 
PRADESH",20,25,6.6,8.2,7.3,8.2,314,795,0.8,1.7,0.82,1.39,1,1,41,110,2020
LAKE,"MADHYA 
PRADESH",16,28,6.1,8,7.7,8.5,373,1080,0.9,1.6,0.64,1.74,1,1,41,158,2020
LAKE,"MADHYA 
PRADESH",16,25,6.6,8.6,7.6,8.1,280,642,1,1.4,0.01,1.68,1,1,43,110,2020
LAKE,"MADHYA 
PRADESH",19,24,6,7.8,7.2,8.3,265,492,0.9,1.3,0.62,1.37,1,2,39,63,2020
LAKE,"MADHYA 
PRADESH",19,31,6.6,8.3,7.1,8.1,209,382,0.7,2,0.18,0.67,2,18,32,49,2020
LAKE,"MADHYA 
PRADESH",19,31,5.9,10.3,7.2,8.4,512,667,1.2,20,1.02,15.94,10,35000,540,1600000,2020
LAKE,"MADHYA 
PRADESH",20,31,8,10.3,7.5,8.8,93,902,0.1,2,1.02,3.95,2,1600,34,28000,2020
LAKE,"MADHYA 
PRADESH",20,31,8.3,10.9,7.7,8.2,160,905,1.2,3.9,1.29,3.48,2,2400,47,43000,2020
LAKE,"MADHYA 
PRADESH",19,31,7.9,10.2,7.7,8.4,180,922,1.4,3.4,1.32,7.44,2,17000,46,92000,2020
LAKE,"MADHYA 
PRADESH",20,32,3.4,9.7,7.4,8.0,212,857,0.1,2.7,1.02,3.5,2,84,21,17000,2020
LAKE,"MADHYA 
PRADESH",28,30,8.6,9,7.8,8.2,273,476,1.6,2.3,0.65,0.82,2,2,21,70,2020
LAKE,"MADHYA 
PRADESH",12,26,6.8,8,7.2,7.9,210,666,1.2,1.8,0.1,2,2,3,24,52,2020
LAKE,"MADHYA 
PRADESH",20,25,6.8,7.8,7.3,8.2,264,665,0.6,2.1,0.71,1.84,1,1,32,63,2020
LAKE,"MADHYA 
PRADESH",16,24,6.4,7.6,7.3,8.1,220,802,1.8,4.8,0.25,2.1,2,70,17,1600,2020
LAKE,"MADHYA 
PRADESH",16,24,5.5,7.8,6.3,8.4,180,911,2.5,7.8,0.12,1.6,2,170,11,1600,2020
LAKE,"MADHYA 
PRADESH",19,31,6.8,7.5,7.1,7.8,168,294,0.8,1.8,0.01,0.17,2,2,2,27,2020
POND,"MADHYA 
PRADESH",22,24,6.6,7.6,7.3,7.9,350,493,1.8,3.4,0.75,1.25,2,36,29,150,2020
POND,"MADHYA 
PRADESH",24,26,7.2,7.6,7.6,7.8,264,768,1.6,2,0.48,0.82,2,2,40,49,2020
POND,"MADHYA 
PRADESH",16,24,6,7.8,7.4,7.8,226,641,0.8,4.8,0.12,2,1,120,17,540,2020
POND,"MADHYA 
PRADESH",16,26,5,7.6,7.1,7.9,310,857,1.9,4.2,0.12,3.2,2,220,20,1600,2020
POND,"MADHYA 
PRADESH",16,29,6.1,7.6,7.1,8.2,234,513,0.9,4.2,0.01,1.6,2,27,7,540,2020
POND,"MADHYA 
PRADESH",16,25,6.8,8.5,7.6,8.4,382,618,1.1,1.6,0.83,2.02,1,1,48,140,2020
POND,"MADHYA 
PRADESH",19,32,6.3,7.8,7.2,8.1,270,544,0.7,1.9,0.19,0.8,2,18,27,48,2020
POND,"MADHYA 
PRADESH",18,38,6.7,7.1,7.5,7.5,150,520,0.1,1.8,0.4,2.3,-,-,-,-,2020
POND,"MADHYA 
PRADESH",17,24,5.4,7.8,7.3,8.6,45,964,0.9,4.2,0.12,1.1,2,280,25,1600,2020
POND,"MADHYA 
PRADESH",17,26,6,8.2,6.7,8.6,290,5640,0.9,4,0.18,1.6,2,11,7,920,2020
POND,"MADHYA 
PRADESH",19,26,6.2,7.6,7.6,8.8,302,525,0.8,1.4,0.09,2.68,1,1,31,63,2020
POND,"MADHYA 
PRADESH",19,24,6.9,7.9,7.1,8.1,220,496,0.8,1.3,0.62,1.37,1,1,16,63,2020
TANK,"MADHYA 
PRADESH",17,25,7,8.2,7,8.2,162,391,0.8,1.9,0.21,1.1,2,2,11,48,2020
LAKE,MANIPUR,20,28,6.9,7.3,6.9,7.6,130,224,3,3.5,-,-,5,30,35,110,2020
LAKE,MANIPUR,20,29,6.6,7.8,6.7,7.5,150,220,2.9,3.4,-,-,5,35,35,90,2020
LAKE,MANIPUR,20,28,6.3,7.5,7.1,7.5,120,240,2.8,3.7,-,-,10,25,45,80,2020
LAKE,MANIPUR,20,28,6.7,7.5,7.1,7.6,125,380,3,3.8,-,-,2,10,15,55,2020
LAKE,MANIPUR,18,28,6.7,7.7,7.2,7.6,140,380,3.2,3.8,-,-,10,35,15,60,2020
POND,MANIPUR,18,28,6.7,7.8,7.3,7.6,210,370,3.3,3.8,-,-,10,10,30,90,2020
POND,MANIPUR,18,29,6.6,7.4,7.4,7.6,180,360,3.1,3.4,-,-,2,2,10,95,2020
POND,MANIPUR,17,28,5.6,7.3,6.7,7.6,70,510,3,4.2,-,-,20,60,75,195,2020
POND,MANIPUR,18,29,6.4,7.6,7.2,7.5,205,330,3,3.8,-,-,5,25,35,105,2020
POND,MANIPUR,18,28,5.9,7.1,7,7.5,80,380,3,3.9,-,-,5,20,40,70,2020
POND,MANIPUR,16,28,6.3,7.5,7.2,8.1,70,310,3,4.2,-,-,5,10,25,65,2020
POND,MANIPUR,3,28,6.1,7.2,6.4,8.1,125,240,3.2,3.8,-,-,-,-,5,75,2020
POND,MANIPUR,19,28,6.3,7.3,6.3,7.7,50,215,3,3.6,-,-,9,9,15,45,2020
POND,MANIPUR,20,29,5.7,7.9,6.8,7.5,140,264,2.8,4.1,-,-,10,35,35,93,2020
POND,MANIPUR,18,28,5.3,6.7,7.2,8.1,150,670,3.3,4.3,-,-,25,45,85,165,2020
POND,MANIPUR,18,29,5.6,6.7,7.1,8.7,150,600,3.3,4.2,-,-,20,40,65,155,2020
POND,MANIPUR,17,28,5.1,8.1,7.1,7.8,90,370,3,4.5,-,-,15,45,15,145,2020
POND,MANIPUR,17,29,5.1,6.5,7.1,8.4,530,680,3.5,4.8,-,-,35,80,170,440,2020
LAKE,MEGHALAYA,15,25,5.6,6.9,7.1,8.0,67,110,4.8,6,0.5,2.73,340,790,420,2100,2020
LAKE,MEGHALAYA,15,26,7,8,7.1,7.9,120,155,3.1,4.2,0.3,0.98,84,170,390,790,2020
LAKE,MEGHALAYA,6,21,6,7.8,6.7,7.3,35,390,1.4,5.8,0.39,0.78,9,420,94,1200,2020
LAKE,MEGHALAYA,14,29,4.8,6,6.9,8.3,70,118,5.5,7.3,0.52,2.72,330,790,790,1700,2020
LAKE,MEGHALAYA,16,28,5.9,6.8,7.2,8.1,65,112,4.8,6.7,0.02,2.91,310,430,580,1300,2020
LAKE,MEGHALAYA,12,28,5.6,6.8,6.9,7.7,65,109,4.9,6.2,0.3,3.21,310,630,630,1200,2020
LAKE,MEGHALAYA,19,30,6.8,7.5,7,7.2,55,79,1.6,2.2,0.32,0.47,21,120,130,520,2020
LAKE,MIZORAM,13,25,7.3,10.2,6.3,10.0,38,130,0.9,1.6,0.01,0.07,-,-,-,-,2020
POND,MIZORAM,17,27,3.6,8.7,6.3,7.8,198,356,0.9,2,0.02,0.09,-,-,-,-,2020
POND,MIZORAM,18,33,3.1,11,7.1,8.6,185,265,0.3,2.8,0.02,0.2,-,-,-,-,2020
TANK,MIZORAM,13,30,4.5,8.1,4.9,8.0,33,329,1.3,2.1,0.01,0.2,-,-,-,-,2020
LAKE,NAGALAND,19,32,3.9,6.4,6.7,7.5,72,132,1.8,2.4,0.09,3.5,-,-,-,-,2020
LAKE,NAGALAND,20,31,4.8,7.1,6.7,8.6,120,170,1.7,2.4,0.08,1.5,-,-,-,-,2020
LAKE,ODISHA,22,32,6.1,8.2,7,8.4,1830,47720,0.5,1.8,0.02,3.22,2,1300,45,2400,2020
LAKE,ODISHA,20,37,5.1,7.8,6.9,8.4,92,1888,0.6,2.5,0.02,1.86,170,2200,490,5400,2020
LAKE,ODISHA,13,31,5.8,8.5,7.4,8.6,6898,21180,0.9,2.6,0.04,1.02,2,220,20,1100,2020
LAKE,ODISHA,12,30,3,9.7,7.8,8.7,305,1614,2.1,8.3,0.02,1.88,130,3300,230,17000,2020
LAKE,ODISHA,18,38,4,8.4,6.6,8.4,108,239,0.6,2.1,0.02,4.66,110,1100,220,3500,2020
LAKE,ODISHA,19,34,4.6,7.8,6.9,7.9,112,209,0.5,2.4,0.02,1.62,20,2200,110,3500,2020
LAKE,ODISHA,18,37,4.8,9.2,6.6,8.3,90,219,0.6,2.4,0.02,1.07,45,1300,170,3500,2020
POND,ODISHA,20,29,6.4,9.6,6.8,8.4,208,498,1.3,2.9,0.02,1.67,20,22000,490,160000,2020
POND,ODISHA,22,33,4.5,12.4,7.9,8.7,461,1381,2.3,6.3,0.02,2.02,2,14000,20,22000,2020
POND,ODISHA,23,32,2.8,17,7.7,8.8,513,735,3.7,8.8,0.23,8.91,2,1700,36,4900,2020
POND,ODISHA,20,32,3.1,10.9,7.4,8.5,267,1279,3.5,6.7,0.02,14.57,2,7900,78,24000,2020
POND,ODISHA,22,32,2.9,18.1,7.9,8.9,424,1155,3.6,8.7,0.02,6.88,2,11000,2,22000,2020
POND,ODISHA,15,33,3.5,12.3,7.2,8.5,288,519,3.3,8.4,0.19,4.29,2,7900,45,24000,2020
POND,ODISHA,16,32,5.4,8.4,7.1,8.2,176,369,0.9,2.7,0.02,2.3,220,3300,790,7900,2020
POND,ODISHA,19,29,2.8,10.1,7.3,8.0,246,1080,2,8.4,0.02,2.8,220,7900,790,13000,2020
LAKE,PUDUCHERRY,27,32,5.2,6.6,7.2,7.5,182,905,0.8,2,0.05,0.92,13,1600,23,1600,2020
LAKE,PUDUCHERRY,28,28,4,7,6.9,7.2,287,332,1,1.5,0.02,1.42,240,1600,1600,1600,2020
LAKE,PUDUCHERRY,13,32,5.1,8.5,7.2,8.8,218,1542,1.5,11,0.03,0.82,2,3900,1600,11000,2020
LAKE,PUNJAB,11,32,6.5,8.8,7.4,8.1,207,280,1.1,1.8,0.5,1.2,110,610,700,1700,2020
LAKE,PUNJAB,12,33,7,8.9,7.5,8.2,204,310,1.1,1.9,0.6,0.9,140,920,1000,2700,2020
LAKE,PUNJAB,6,34,0.3,8.6,7.5,8.4,138,246,0.1,1.1,0.1,0.6,11,46,61,94,2020
LAKE,RAJASTHAN,23,26,6.9,8.6,8,8.8,420,660,1.2,2.7,1.68,2.16,21,75,28,150,2020
LAKE,RAJASTHAN,20,26,5.1,6.8,7.6,8.8,1060,1250,1.2,3.8,1.66,3.09,64,150,120,240,2020
LAKE,RAJASTHAN,21,31,1.2,5.8,7.7,8.9,190,560,1.5,5.3,1.55,4.72,14,75,28,210,2020
LAKE,RAJASTHAN,24,26,7,8.8,8.3,8.8,540,1590,0.7,3.2,1.15,1.75,64,93,120,150,2020
LAKE,RAJASTHAN,14,28,3.4,7.3,7.8,8.2,230,330,0.7,2.7,1.14,2.63,39,93,75,210,2020
LAKE,RAJASTHAN,20,30,1.6,6.9,7.9,8.6,310,510,1.1,3.3,0.92,2.29,39,240,75,460,2020
LAKE,RAJASTHAN,20,32,5.2,6.8,7,8.3,210,280,0.6,3.1,0.08,1.76,14,23,21,64,2020
LAKE,RAJASTHAN,17,22,4.1,6.6,8.3,8.7,310,630,1,3.4,0.92,2.1,39,150,75,240,2020
LAKE,RAJASTHAN,17,22,4,6.9,8.4,8.8,420,640,0.8,2.8,1.1,2.06,39,240,64,460,2020
LAKE,RAJASTHAN,22,25,5.1,7.6,8.1,8.8,560,750,0.8,4.3,1.54,2.29,64,240,120,1100,2020
LAKE,RAJASTHAN,22,26,7.2,9,8.4,8.8,470,520,1,2.3,1.24,1.66,23,75,39,150,2020
LAKE,RAJASTHAN,22,26,7,8.8,8.3,8.6,480,720,1.5,2.2,1.24,2.62,23,64,64,120,2020
LAKE,RAJASTHAN,19,34,1,5.8,7.6,8.1,430,1010,1.6,4.4,2.07,3.05,75,460,150,2400,2020
LAKE,RAJASTHAN,20,26,4.8,7.6,7.9,9.4,390,650,1,2.4,1.25,2.5,14,150,21,460,2020
LAKE,RAJASTHAN,20,26,3,6.4,8,9.0,690,920,1.4,4.1,1.35,2.29,64,460,120,1100,2020
LAKE,RAJASTHAN,20,26,3.2,5.1,7.9,8.7,540,880,1.1,4.4,1.56,2.33,93,150,150,240,2020
POND,RAJASTHAN,24,26,7.2,8.8,7.9,8.6,360,430,1,2.3,1.02,1.82,20,64,39,120,2020
LAKE,TAMIL NADU,18,30,6,6.5,6,7.8,68,182,2,4,0.32,2.36,36,49,60,96,2020
LAKE,TAMIL NADU,17,23,4.6,6.6,6.7,7.9,345,517,2,11.1,0.04,0.96,12,220,34,540,2020
LAKE,TAMIL NADU,20,24,5.9,7.1,6.5,8.0,286,378,0.1,2,0.22,0.77,25,260,120,630,2020
LAKE,TAMIL NADU,23,27,5.7,7,7.9,8.4,454,725,0.1,2.4,0.15,0.84,31,94,70,280,2020
LAKE,TAMIL NADU,26,32,5,7,7.2,8.3,358,615,2,3,0.32,1.05,2,2,2,170,2020
LAKE,TAMIL NADU,26,31,4.9,6.4,7,8.3,340,531,1,3,0.14,2.05,2,93,2,490,2020
LAKE,TAMIL NADU,26,30,5,7,7.2,8.7,836,1657,1,3,0.32,1.85,2,120,40,1300,2020
LAKE,TAMIL NADU,26,32,4.8,5.7,7.3,8.6,13010,65200,2,4,0.32,2.21,2,45,2,330,2020
LAKE,TELANGANA,25,31,0.4,6,6.9,8.1,1066,1566,8,28,2.59,51,14,540,350,1600,2020
LAKE,TELANGANA,26,33,0.1,3.9,6.8,7.9,1070,1498,8,46,0.1,9,8,70,31,1600,2020
LAKE,TELANGANA,27,30,4,7.5,7.2,8.2,272,602,2.1,3,0.29,2.1,2,8,5,154,2020
LAKE,TELANGANA,22,29,0.1,5.8,7.1,8.6,1084,1630,2.7,20,0.7,8,2,24,2,430,2020
LAKE,TELANGANA,26,32,0.1,5.4,6.9,8.2,1048,1547,6,20,1.1,107,2,36,220,1600,2020
LAKE,TELANGANA,26,29,0.1,0.3,7,7.7,1072,2710,12,98,3.9,19,2,70,110,1600,2020
LAKE,TELANGANA,27,27,5.8,6.8,7.4,8.6,155,274,2.1,4,0.01,7,2,2,2,70,2020
LAKE,TELANGANA,26,30,4.2,6,6.9,8.3,408,699,2,4,0.4,3.5,2,10,18,280,2020
LAKE,TELANGANA,26,31,0.1,4.8,7.1,7.8,1066,2496,6,48,1.64,12,2,49,79,1600,2020
LAKE,TELANGANA,26,32,0.1,3.4,6.9,7.7,840,1414,4,28,0.4,19,2,36,20,540,2020
LAKE,TELANGANA,25,30,0.1,2,6.9,7.6,816,1776,6,28,2.04,22,8,26,26,430,2020
LAKE,TELANGANA,24,30,0.1,1.2,6.9,7.5,928,1728,10,32,0.7,25,17,150,230,1600,2020
LAKE,TELANGANA,26,30,0.3,0.9,7,7.8,1080,1144,8,12,1.18,1.51,14,130,280,920,2020
LAKE,TELANGANA,25,35,0.1,5.2,7,7.7,1160,2021,2.9,34,1.4,7.87,2,32,74,430,2020
LAKE,TELANGANA,27,28,0.1,4.7,6.7,8.9,712,1480,4,30,0.3,13,4,130,180,540,2020
LAKE,TELANGANA,23,32,0.1,5.1,7.1,8.5,645,1894,2.6,28,1,20,2,36,74,430,2020
LAKE,TELANGANA,26,30,0.1,3,6.8,8.3,1081,2518,8,42,3.4,18,2,46,63,540,2020
LAKE,TELANGANA,26,30,0.1,4.5,6.9,7.9,1105,1992,8,32,1,16,2,20,49,430,2020
LAKE,TELANGANA,20,28,0.1,3.9,6.7,8.4,1122,2485,6,32,3.1,16,12,36,120,540,2020
LAKE,TELANGANA,27,29,0.1,4.3,6.9,8.2,474,1360,2.2,18,0.3,4.1,2,17,70,220,2020
LAKE,TELANGANA,22,35,0.1,5,7.2,8.4,887,1480,4,22,1,8.5,4,36,84,430,2020
LAKE,TELANGANA,18,29,0.1,3.2,6.9,7.4,685,1553,6,34,0.8,5,4,26,110,920,2020
LAKE,TELANGANA,19,28,0.3,3,7.3,7.8,729,1216,4,12,1.2,11.4,2,15,84,430,2020
